module,area,north_axis,note_index,tag,strref,name,old_world_x,old_world_y,new_world_x,new_world_y,old_px,new_px,move_px,rule,confidence,source,reason,roundtrip_px,in_bounds,key_unique
danm14ae,m14ae,0,1,SW_WAYPOINT001,33461,Exit,13.5985374,151.774033,8.64537375,150.959063,"60,190","43,192",17.1,transition,low,auto,"the only exit nearby is trigger to14ad -> danm14ad (Dantooine - Sandral Grounds), 17 px away; matched on position, not name","43,192",True,True
danm15,m15aa,1,2,SW_WAYPOINT001,33461,Exit,147.482468,91.9137802,147.455994,88.4392014,"203,56","203,50",6.0,transition,medium,auto,"the only exit nearby is door man15_door02 -> danm14aa (Dantooine - Courtyard), 6 px away; matched on position, not name","203,50",True,True
danm16,m16aa,1,21,SW_WAYPOINT001,33461,Exit,45.3330536,30.6085815,45.4108009,28.7789001,"226,29","226,22",7.0,transition,medium,auto,"the only exit nearby is door dan16_door03 -> danm14ad (Dantooine - Sandral Grounds), 7 px away; matched on position, not name","226,22",True,True
danm16,m16aa,1,22,SW_WAYPOINT001,33461,Exit,19.6141396,63.6265411,18.1896,63.9336014,"325,151","331,152",6.1,transition,medium,auto,"the only exit nearby is door dan16_door04 -> danm14ad (Dantooine - Sandral Grounds), 6 px away; matched on position, not name","331,152",True,True
ebo_m12aa,m12aa,0,46,Cargo,39412,Cargo Hold,27.3722343,30.5576344,32.1463795,31.6940859,"144,172","160,168",16.5,room_centre,medium,auto,"sole note in room M12aa_01k (69 px across), only note in it","160,168",True,True
ebo_m12aa,m12aa,0,47,Cockpit,39414,Cockpit,52.7783394,80.174881,52.6941659,76.6737729,"228,17","227,28",11.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01p (31 px across), only note in it","227,28",True,True
ebo_m12aa,m12aa,0,48,PortQuarters,39415,Crew Quarters,23.2197571,54.2395248,23.1215591,51.0703676,"131,98","131,108",10.0,room_centre,medium,auto,"sole note in room M12aa_01j (40 px across), only note in it","131,108",True,True
ebo_m12aa,m12aa,0,49,Swoop,39416,Swoop Hangar,69.9854584,27.4138718,64.168719,32.276325,"284,182","265,166",24.8,room_centre,medium,auto,"sole note in room M12aa_01e (79 px across), only note in it","265,166",True,True
ebo_m12aa,m12aa,0,50,Starboard,39415,Crew Quarters,80.764389,56.2321472,79.1678375,51.4462599,"319,92","314,107",15.8,room_centre,medium,auto,"sole note in room M12aa_01i (39 px across), only note in it","314,107",True,True
ebo_m12aa,m12aa,0,51,Engine,39417,Engine Room,49.4640312,7.27915573,49.5820031,17.6068455,"217,244","217,212",32.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01l (45 px across), only note in it","217,212",True,True
ebo_m12aa,m12aa,0,52,sw_exit,39418,Exit Ramp,66.9202194,50.4058647,66.2606918,51.4209389,"274,110","272,107",3.6,transition,medium,auto,"names trigger AreaTransition -> ? (Exit Ebon Hawk), name match 0.50","272,107",True,True
ebo_m41aa,m12aa,0,15,cargo,39412,Cargo Hold,27.819416,31.0983524,32.1463795,31.6940859,"146,170","160,168",14.1,room_centre,medium,auto,"sole note in room M12aa_01k (69 px across), only note in it","160,168",True,True
ebo_m41aa,m12aa,0,16,portquarters,39415,Crew Quarters,21.6745911,53.2886353,23.1215591,51.0703676,"126,101","131,108",8.6,room_centre,medium,auto,"sole note in room M12aa_01j (40 px across), only note in it","131,108",True,True
ebo_m41aa,m12aa,0,17,SwoopRacer,39416,Swoop Hangar,68.7210083,26.4141407,64.168719,32.276325,"280,185","265,166",24.2,room_centre,medium,auto,"sole note in room M12aa_01e (79 px across), only note in it","265,166",True,True
ebo_m41aa,m12aa,0,18,exit,33461,Exit,66.9621277,45.197422,66.1892105,48.0026138,"274,126","272,117",9.2,transition,medium,auto,"the only exit nearby is trigger newtransition001 -> ? (Unknown World - Central Beach), 9 px away; matched on position, not name","272,117",True,True
ebo_m41aa,m12aa,0,19,SW_MAPNOTE001,39414,Cockpit,51.9131927,78.6615601,52.6941659,76.6737729,"225,22","227,28",6.3,room_centre,medium,auto,"sole note in room M12aa_01p (31 px across), only note in it","227,28",True,True
ebo_m41aa,m12aa,0,20,Starboard,39415,Crew Quarters,80.581749,51.1631241,79.1678375,51.4462599,"319,108","314,107",5.1,room_centre,medium,auto,"sole note in room M12aa_01i (39 px across), only note in it","314,107",True,True
ebo_m41aa,m12aa,0,21,SW_MAPNOTE001,39417,Engine Room,49.4663734,8.40962029,49.5820031,17.6068455,"217,241","217,212",29.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01l (45 px across), only note in it","217,212",True,True
end_m01aa,m01aa,3,18,SW_WAYPOINT001,39590,Quarters,14.9991999,21.4336128,15.5396455,22.9212377,"48,82","52,83",4.1,room_centre,medium,auto,"sole note in room M01aa_01a (48 px across), only note in it","52,83",True,True
kas_m22aa,m22aa,0,46,SW_MAPNOTE001,33404,Ebon Hawk,54.8121414,50.9973755,51.3738594,50.899334,"93,208","85,209",8.1,transition,high,auto,"names trigger EbonHawk -> ebo_m12aa (To the Ebon Hawk), name match 1.00","85,209",True,True
kas_m22aa,m22aa,0,47,SW_MAPNOTE001,39700,To the Great Walkway,166.228363,140.869797,167.613007,141.561005,"335,26","338,25",3.2,transition,high,auto,"names door KashyyykDoor3 -> kas_m22ab (Kashyyyk - The Great Walkway), name match 1.00","338,25",True,True
kas_m22aa,m22aa,0,48,SW_MAPNOTE001,39701,Janos' Office,167.446472,78.8449326,159.58273,82.4036833,"337,152","320,145",18.4,room_centre,high,auto,"off walkable floor, nearest is room M22aa_03a (80 px across), only note in it","320,145",True,True
kas_m23aa,m23aa,0,8,SW_MAPNOTE001,39700,To the Great Walkway,71.5530472,130.857742,70.2279968,132.496994,"101,42","98,39",4.2,transition,high,auto,"names door KashyyykDoor3 -> kas_m22ab (Kashyyyk - The Great Walkway), name match 1.00","98,39",True,True
kas_m23aa,m23aa,0,10,SW_MAPNOTE001,39730,Holder of the Laws,180.391647,91.1630096,180.899002,93.4225006,"317,120","318,116",4.1,object,high,auto,"names the door 'Holder of the Laws' (Door List), 4 px away, name match 1.00","318,116",True,True
kas_m23aa,m23aa,0,11,SW_MAPNOTE001,39731,Home of Woorwill,124.565742,83.7277451,123.713997,82.3961029,"206,135","204,138",3.6,transition,high,auto,"names door KashyyykDoor1 -> kas_m23ab (Kashyyyk - Woorwill's Home), name match 1.00","204,138",True,True
kas_m23ab,m23ab,0,1,SW_MAPNOTE001,33461,Exit,27.8429184,13.3213787,29.3483009,12.3525,"271,119","285,127",16.1,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 16 px away; matched on position, not name","285,127",True,True
kas_m23ac,m23ac,0,3,SW_MAPNOTE001,33461,Exit,37.5661736,14.6355362,39.0555992,13.8147001,"287,113","302,120",16.6,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 17 px away; matched on position, not name","302,120",True,True
kas_m23ad,m23ad,0,8,SW_MAPNOTE001,33461,Exit,43.9458542,20.2838707,46.2401009,20.7581005,"292,90","307,87",15.3,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 15 px away; matched on position, not name","307,87",True,True
kas_m24aa,m24aa,0,26,SW_MAPNOTE001,39785,Forcefield,340.63916,170.957672,340.978149,164.194504,"352,111","352,116",5.0,object,high,auto,"names the sound 'forcefield loop' (SoundList), 5 px away, name match 1.00","352,116",True,True
kas_m25aa,m25aa,0,32,SW_MAPNOTE001,39892,Swoop Bikes,30.1987877,117.079559,27.3704816,111.798215,"147,140","144,145",5.8,room_centre,medium,auto,"sole note in room M25aa_10A (38 px across), only note in it","144,145",True,True
kas_m25aa,m25aa,0,34,SW_MAPNOTE001,39894,Ritual Marker,189.05867,45.5530701,186.988854,34.5626103,"292,200","290,209",9.2,room_centre,medium,auto,"sole note in room M25aa_07A (49 px across), only note in it","290,209",True,True
korr_m33aa,m33aa,0,39,k33a_map_dreexit,39910,To Korriban,243.565186,161.872147,245.682007,160.931,"345,98","348,99",3.2,transition,medium,auto,"the only exit nearby is door kor33a_kor33b -> korr_m33ab (Korriban - Sith Academy Entrance), 3 px away; matched on position, not name","348,99",True,True
korr_m33aa,m33aa,0,40,k33a_map_store,34558,Czerka Store,189.095703,184.213623,186.26971,180.498267,"255,63","250,69",7.8,room_centre,medium,auto,"sole note in room M33aa_03a (37 px across), only note in it","250,69",True,True
korr_m33aa,m33aa,0,65,k33a_map_ebon,34556,To Ebon Hawk,107.852074,188.206619,107.149792,183.568096,"121,57","120,64",7.1,transition,high,auto,"names trigger k33_trg_ebonhawk -> ebo_m12aa (Ebon Hawk), name match 1.00","120,64",True,True
korr_m33ab,m33ab,0,14,k33b_map_dreshda,34574,To Dreshdae,8.91146851,2.87930441,6.21848011,3.21757007,"179,153","174,152",5.1,transition,high,auto,"names door kor33b_kor33a -> korr_m33aa (Korriban - Dreshdae), name match 1.00","174,152",True,True
korr_m33ab,m33ab,0,15,k33b_map_sithaca,34576,To Sith Academy,81.0619736,-4.0396986,83.4405975,-3.63530993,"323,165","328,165",5.0,transition,high,auto,"names door k33b_dor_academy -> korr_m35aa (Korriban - Sith Academy), name match 1.00","328,165",True,True
korr_m34aa,m34aa,0,4,k34_map_valley,39926,To Valley,6.68578053,150.69989,2.17305628,150.9664,"112,127","108,127",4.0,transition,high,auto,"names trigger k34_trg_k36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","108,127",True,True
korr_m34aa,m34aa,0,24,k34_map_renegade,43806,Renegade Sith,111.843956,99.7686539,112.621468,107.993828,"217,174","217,166",8.0,room_centre,medium,auto,"sole note in room m34aa_04a (71 px across), only note in it","217,166",True,True
korr_m35aa,m35aa,0,1,k35_way_pcroom,34654,Bedroom,42.7199745,111.575775,47.4527582,109.758182,"141,89","148,91",7.3,room_centre,medium,auto,"sole note in room M35aa_14 (26 px across), only note in it","148,91",True,True
korr_m35aa,m35aa,0,41,k35_map_dreshdae,34574,To Dreshdae,121.717903,61.0009346,121.504997,51.7453003,"250,154","250,166",12.0,transition,low,auto,"the only exit nearby is door kor35_kor33b -> korr_m33ab (Korriban - Sith Academy Entrance), 12 px away; matched on position, not name","250,166",True,True
korr_m35aa,m35aa,0,51,k35_map_valley,39926,To Valley,121.724289,157.423248,121.5,159.75,"251,30","250,27",3.2,transition,high,auto,"names door kor35_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","250,27",True,True
korr_m35aa,m35aa,0,52,k35_map_duelling,39942,Dueling Room,188.095032,51.9902992,188.227363,49.9132058,"342,166","343,169",3.2,room_centre,medium,auto,"sole note in room M35aa_22 (43 px across), only note in it","343,169",True,True
korr_m36aa,m36aa,0,32,k36_map_final,39988,To Naga Sadow's Tomb,32.171669,253.072769,28.3477993,252.615005,"178,25","175,26",3.2,transition,high,auto,"names door kor36_kor39 -> korr_m39aa (Korriban - Tomb of Naga Sadow), name match 1.00","175,26",True,True
korr_m36aa,m36aa,0,33,k36_map_second,39990,To Marka Ragnos' Tomb,27.4505882,180.172104,24.2269993,181.466003,"174,87","171,86",3.2,transition,high,auto,"names door kor36_kor38a -> korr_m38aa (Korriban - Tomb of Marka Ragnos), name match 1.00","171,86",True,True
korr_m36aa,m36aa,0,34,k36_map_third,39991,To Tulak Hord's Tomb,117.244095,247.889999,120.318001,248.384995,"252,30","255,29",3.2,transition,high,auto,"names door kor36_kor38b -> korr_m38ab (Korriban - Tomb of Tulak Hord), name match 1.00","255,29",True,True
korr_m36aa,m36aa,0,35,k36_map_firsttom,39989,To Ajunta Pall's Tomb,131.849884,177.10614,135.210007,178.608994,"265,90","268,88",3.6,transition,high,auto,"names door kor36_kor37 -> korr_m37aa (Korriban - Tomb of Ajunta Pall), name match 1.00","268,88",True,True
korr_m37aa,m37aa,0,9,k37_map_valley,39926,To Valley,8.62365723,17.50103,6.75,18,"79,136","75,135",4.1,transition,high,auto,"names door k37_door_valley -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","75,135",True,True
korr_m38aa,m38ab,0,5,k38a_map_valley,39926,To Valley,13.2981415,74.555481,11.25,75,"48,123","43,123",5.0,transition,high,auto,"names door kor38a_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","43,123",True,True
korr_m38ab,m38aa,0,13,k38b_map_valley,39926,To Valley,8.89037323,54.5649223,6.75,55.5,"44,112","39,110",5.4,transition,high,auto,"names door kor38b_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","39,110",True,True
korr_m39aa,m39aa,3,13,k39_map_valley,39926,To Valley,8.52714539,107.092384,6.75,108,"219,30","220,27",3.2,transition,high,auto,"names door kor39_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00","220,27",True,True
lev_m40aa,m40aa,0,37,SW_MAPNOTE001,40105,Elevator,186.640945,78.5432587,180.199997,79,"394,132","381,131",13.0,object,medium,auto,"names the door 'Elevator' (Door List), 13 px away, name match 1.00","381,131",True,True
lev_m40aa,m40aa,0,84,lev40_mnmedical,44175,Medical,65.1153412,61.8872566,64.6918083,63.8531908,"152,161","151,157",4.1,room_centre,medium,auto,"sole note in room M40aa_00a (39 px across), only note in it","151,157",True,True
lev_m40ab,m40ab,0,19,SW_MAPNOTE001,40105,Elevator,12.5119114,54.4334717,19,55,"46,130","64,128",18.1,object,medium,auto,"names the door 'Elevator' (Door List), 18 px away, name match 1.00","64,128",True,True
lev_m40ab,m40ab,0,20,lev40_mndroid,40102,Droid Bay,53.3912926,33.1839676,54.8460613,34.6624591,"157,184","161,180",5.7,room_centre,medium,auto,"sole note in room M40ab_17a (74 px across), only note in it","161,180",True,True
lev_m40ab,m40ab,0,22,SW_MAPNOTE001,40114,To Bridge,138.909103,54.6417542,141.149994,55,"389,129","395,128",6.1,transition,high,auto,"names door lev40_bridgedoor -> lev_m40ad (Leviathan - Bridge), name match 1.00","395,128",True,True
lev_m40ab,m40ab,0,23,SW_MAPNOTE001,40115,To Bridge Storage,122.344185,72.7147903,123,75.1500015,"344,83","346,77",6.3,transition,high,auto,"names door lev40_storage -> lev_m40ad (Leviathan - Bridge), name match 1.00","346,77",True,True
lev_m40ac,m40ac,0,16,SW_MAPNOTE001,40105,Elevator,12.5704174,154.499725,19,155,"50,52","59,51",9.1,object,high,auto,"names the door 'Elevator' (Door List), 9 px away, name match 1.00","59,51",True,True
lev_m40ac,m40ac,0,17,SW_MAPNOTE001,40126,Hangar Control,124.939407,152.287247,124.997906,145.646725,"200,55","200,63",8.0,room_centre,medium,auto,"sole note in room M40ac_32a (69 px across), only note in it","200,63",True,True
lev_m40ad,m40ad,0,6,SW_MAPNOTE001,40131,To Command Deck,123.142723,77.1539764,123,75.1500015,"53,98","53,102",4.0,transition,high,auto,"names door lev40_stddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00","53,102",True,True
lev_m40ad,m40ad,0,8,SW_MAPNOTE001,35404,Airlock,184.523987,74.1997375,184.471527,76.605011,"181,104","181,99",5.0,object,high,auto,"names the sound 'steam room airlock room' (SoundList), 5 px away, name match 1.00","181,99",True,True
lev_m40ad,m40ad,0,9,SW_MAPNOTE001,40131,To Command Deck,153.58728,54.7330055,151.649994,55,"117,141","113,140",4.1,transition,high,auto,"names door lev40_cmddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00","113,140",True,True
liv_m99aa,m50aa,3,21,yav50_map,48569,To Ebon Hawk,7.10191488,-2.78233051,7.20890999,-4.97201014,"60,131","53,131",7.0,transition,high,auto,"names door yavinarea -> ebo_m12aa (To Ebon Hawk), name match 1.00","53,131",True,True
manm26aa,m26aa,3,16,SW_WAYPOINT001,35013,Mercenary Enclave,-24.1814365,29.1485157,-16.8020642,33.4213201,"279,29","291,47",21.6,room_centre,medium,auto,"sole note in room M26aa_11a (78 px across), only note in it","291,47",True,True
manm26aa,m26aa,3,17,SW_WAYPOINT001,35014,To Ahto City Central,1.79511762,43.5973778,1.84537005,45.7821999,"318,92","323,92",5.0,transition,medium,auto,"names door man26aa_door05 -> manm26ac (Manaan - West Central), name match 0.50","323,92",True,True
manm26ab,m26ab,2,11,SW_WAYPOINT001,35033,Swoop Track Registration,-81.7413254,34.8877869,-82.5559387,33.2802266,"225,231","228,232",3.2,room_centre,medium,auto,"sole note in room M26ab_17a (53 px across), only note in it","228,232",True,True
manm26ab,m26ab,2,12,SW_WAYPOINT001,33405,General Shop,2.94969749,20.857605,7.56663997,20.9616646,"249,88","249,80",8.0,room_centre,medium,auto,"sole note in room M26ab_16a (38 px across), only note in it","249,80",True,True
manm26ab,m26ab,2,13,SW_WAYPOINT001,35034,Sith Base,44.9941177,14.5262213,45.0334854,17.8298626,"260,17","254,17",6.0,transition,high,auto,"names trigger to27a -> manm27aa (Manaan - Sith Base), name match 1.00","254,17",True,True
manm26ab,m26ab,2,14,SW_WAYPOINT001,35035,To Ahto City East Central,-51.3439713,77.9725189,-52.8261986,79.1672974,"150,179","148,182",3.6,transition,high,auto,"names door man26ab_door06 -> manm26ae (Manaan - East Central), name match 1.00","148,182",True,True
manm26ac,m26ac,0,24,SW_WAYPOINT001,35055,Port Official,-38.2010498,65.8034668,-44.3286052,65.485431,"237,141","229,141",8.0,room_centre,medium,auto,"sole note in room M26ac_04a (29 px across), only note in it","229,141",True,True
manm26ac,m26ac,0,25,SW_WAYPOINT001,35056,To Ahto West,-105.884109,25.2954445,-107.348,27.7012997,"148,193","146,189",4.5,transition,high,auto,"names door man26ac_to26aa -> manm26aa (Ahto West), name match 1.00","146,189",True,True
manm26ad,m26ad,1,51,SW_MAPNOTE001,33404,Ebon Hawk,253.696838,177.679657,261.081863,173.883064,"278,141","270,137",8.9,transition,high,auto,"names trigger man26ad_to12aa -> ebo_m12aa (Ebon Hawk), name match 1.00","270,137",True,True
manm26ad,m26ad,1,54,SW_MAPNOTE001,19297,Manaan - West Central,340.134979,208.683319,339.778015,206.388,"184,175","184,172",3.0,transition,high,auto,"names door man26ad_to26ac -> manm26ac (Manaan - West Central), name match 1.00","184,172",True,True
manm26ae,m26ae,0,69,SW_MAPNOTE001,40212,To West Central Courtyard,10.0834465,-1.14223588,8.43887043,-2.06385994,"137,220","134,222",3.6,transition,high,auto,"names door man26ae_to26ac -> manm26ac (Manaan - West Central), name match 1.00","134,222",True,True
manm26ae,m26ae,0,71,SW_MAPNOTE001,40214,To East Courtyard,107.231026,25.7585831,109.970001,27.7010994,"295,179","299,176",5.0,transition,medium,auto,"names door man26ae_to26ab -> manm26ab (Manaan - Ahto East), name match 0.50","299,176",True,True
manm26ae,m26ae,0,72,SW_MAPNOTE001,35175,Visitor's Hotel,12.695713,63.8812561,22.3563995,62.0651016,"141,121","157,123",16.1,object,medium,auto,"names the door ""Visitor's Hotel"" (Door List), 16 px away, name match 1.00","157,123",True,True
manm27aa,m27aa,2,26,SW_MAPNOTE001,40265,Elevator to Ahto City,102.985878,35.73349,98.8458252,35.5428238,"204,208","204,214",6.0,transition,medium,auto,"the only exit nearby is trigger to26b -> manm26ab (Manaan - West Central), 6 px away; matched on position, not name","204,214",True,True
manm27aa,m27aa,2,28,SW_MAPNOTE001,40267,Flow Control,149.191086,-27.3656998,149.030777,-20.3000412,"291,147","281,147",10.0,room_centre,medium,auto,"sole note in room M27aa_11a (55 px across), only note in it","281,147",True,True
manm28aa,m28aa,0,46,cs,45799,Central Storage Room,128.193558,104.32444,132.785928,106.002388,"200,173","206,171",6.3,room_centre,medium,auto,"sole note in room M28AA_07A (40 px across), only note in it","206,171",True,True
manm28aa,m28aa,0,47,ws,45820,West Storage Room,86.0343552,112.369537,81.8961808,111.342669,"145,163","140,164",5.1,room_centre,medium,auto,"sole note in room M28AA_14A (43 px across), only note in it","140,164",True,True
sta_m45aa,m45aa,0,24,k45_map_ebonhawk,34556,To Ebon Hawk,65.3088989,177.24707,68.0946064,180.96619,"238,48","240,45",3.6,transition,high,auto,"names trigger k45_trg_ebonhawk -> ebo_m12aa (Star Forge - Ebon Hawk), name match 1.00","240,45",True,True
sta_m45ab,m45ab,0,3,k45b_map_elevato,35471,To Elevator,-1.50263977,-192.767212,-2.27600002,-189.994995,"100,188","99,183",5.1,transition,medium,auto,"the only exit nearby is door sta45b_sta45c -> sta_m45ac (Star Forge - Command Center), 5 px away; matched on position, not name","99,183",True,True
sta_m45ab,m45ab,0,6,k45b_map_east,40316,To East Exit,152.888184,-110.401398,152.914993,-107.297997,"359,53","360,48",5.1,transition,medium,auto,"names door sta45b_east_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50","360,48",True,True
sta_m45ab,m45ab,0,7,k45b_map_west,40318,To West Exit,-16.0610008,-110.039078,-15.9651003,-107.297997,"76,52","76,48",4.0,transition,medium,auto,"names door sta45b_west_45a -> sta_m45aa (Star Forge - Deck 1), name match 0.50","76,48",True,True
sta_m45ac,m45ac,3,9,k45c_map_west,35473,To West Elevator,-1.49249268,-193.331741,-2.27600002,-189.994995,"99,61","102,60",3.2,transition,medium,auto,"the only exit nearby is door sta45c_sta45b -> sta_m45ab (Star Forge - Deck 2), 3 px away; matched on position, not name","102,60",True,True
sta_m45ad,m45ad,0,3,k45d_map_command,35596,To Command Center,202.189667,308.137177,202.167999,310.739014,"222,59","222,53",6.0,transition,high,auto,"names door sta45d_sta45c -> sta_m45ac (Star Forge - Command Center), name match 1.00","222,53",True,True
tar_m02aa,m02aa,0,19,SW_MAPNOTE001,40479,To Your Apartment,91.9797821,134.415771,90.75,134.25,"178,50","174,51",4.1,transition,medium,auto,"the only exit nearby is door tar02_aprtdoor -> tar_m02af (Taris - Hideout), 4 px away; matched on position, not name","174,51",True,True
tar_m02aa,m02aa,0,20,SW_MAPNOTE001,40480,To Upper City,112.608154,83.3428345,112.5,81.75,"244,206","244,211",5.0,transition,high,auto,"names door ptar_stnddr -> tar_m02ac (Taris - Upper City South), name match 1.00","244,211",True,True
tar_m02aa,m02aa,0,21,SW_MAPNOTE001,40481,Dia's Apartment,76.240036,111.862152,75.0612755,112.179113,"127,119","123,118",4.1,room_centre,medium,auto,"sole note in room M02aa_04a (58 px across), only note in it","123,118",True,True
tar_m02ab,m02ab,0,34,SW_MAPNOTE001,40496,To Lower City,121.879738,130.896942,130.125,131.25,"176,126","187,126",11.0,transition,high,auto,"names door tar02_lowdoor -> tar_m03aa (Taris - Lower City), name match 1.00","187,126",True,True
tar_m02ab,m02ab,0,35,SW_MAPNOTE001,40497,To Sith Base,112.574913,220.190933,112.5,227.617004,"164,17","164,8",9.0,transition,high,auto,"names door tar02_sithdoor -> tar_m09aa (Taris - Sith Base), name match 1.00","164,8",True,True
tar_m02ab,m02ab,0,36,SW_MAPNOTE001,40498,To Apartments,221.417068,139.311874,221.25,142.875,"310,116","310,111",5.0,transition,high,auto,"names door tar02_door02ad -> tar_m02ad (Taris - North Apartments), name match 1.00","310,111",True,True
