module,area,north_axis,index,tag,strref,name,world_x,world_y,px,py,drawn,dist_to_object,black_frac,luminance
ebo_m41aa,m12aa,0,17,SwoopRacer,39416,Swoop Hangar,68.72100830078125,26.414140701293945,280,185,True,50.48762224545735,0.0,155.53333333333333
ebo_m41aa,m12aa,0,18,exit,33461,Exit,66.96212768554688,45.19742202758789,274,126,True,9.055385138137417,0.0,137.16
ebo_m41aa,m12aa,0,19,SW_MAPNOTE001,39414,Cockpit,51.91319274902344,78.66156005859375,225,22,True,7.615773105863909,0.0,118.13333333333334
ebo_m41aa,m12aa,0,20,Starboard,39415,Crew Quarters,80.58174896240234,51.163124084472656,319,108,True,53.33854141237835,0.0,156.73333333333332
ebo_m41aa,m12aa,0,21,SW_MAPNOTE001,39417,Engine Room,49.466373443603516,8.40962028503418,217,241,True,13.0,0.0,70.84
ebo_m46ab,m46aa,0,4,SW_MAPNOTE001,39448,Strange Obelisks,100.22187042236328,123.70469665527344,227,74,True,2.0,0.0,255.0
end_m01aa,m01aa,3,6,SW_WAYPOINT001,34305,Bridge,34.28025817871094,155.67449951171875,406,130,True,2.0,0.0,155.46666666666667
end_m01aa,m01aa,3,7,SW_WAYPOINT001,43391,Escape Pod Access,45.01393508911133,120.18955993652344,311,156,True,3.605551275463989,0.0,47.64
end_m01aa,m01aa,3,18,SW_WAYPOINT001,39590,Quarters,14.999199867248535,21.433612823486328,48,82,True,3.0,0.0,184.64
end_m01ab,m01ab,3,6,SW_WAYPOINT001,34353,Escape Pods,82.82804870605469,42.30633544921875,55,197,True,3.605551275463989,0.0,220.04
kas_m22aa,m22aa,0,46,SW_MAPNOTE001,33404,Ebon Hawk,54.81214141845703,50.99737548828125,93,208,True,2.23606797749979,0.0,126.44
kas_m22aa,m22aa,0,47,SW_MAPNOTE001,39700,To the Great Walkway,166.22836303710938,140.8697967529297,335,26,True,3.1622776601683795,0.0,82.78666666666666
kas_m22aa,m22aa,0,48,SW_MAPNOTE001,39701,Janos' Office,167.44647216796875,78.84493255615234,337,152,True,2.23606797749979,0.0,108.89333333333333
kas_m22ab,m22ab,0,32,SW_MAPNOTE001,39721,To the Czerka Dock,52.512908935546875,270.4604797363281,85,71,True,0.0,0.56,57.06666666666667
kas_m22ab,m22ab,0,33,SW_MAPNOTE001,39722,To Rwookrrorro Village,228.7892608642578,313.888427734375,232,37,True,1.0,0.0,113.94666666666667
kas_m22ab,m22ab,0,34,SW_MAPNOTE001,39723,Supply Station,179.9756622314453,269.249267578125,191,72,True,9.219544457292887,0.04,127.69333333333333
kas_m22ab,m22ab,0,35,SW_MAPNOTE001,39724,Basket to the Shadowlands,301.5299987792969,97.50494384765625,292,208,True,0.0,0.08,129.16
kas_m23aa,m23aa,0,8,SW_MAPNOTE001,39700,To the Great Walkway,71.55304718017578,130.8577423095703,101,42,True,2.23606797749979,0.12,91.81333333333333
kas_m23aa,m23aa,0,9,SW_MAPNOTE001,39729,Chieftain's Hall,94.23194885253906,65.09625244140625,146,172,True,3.1622776601683795,0.0,128.64
kas_m23aa,m23aa,0,10,SW_MAPNOTE001,39730,Holder of the Laws,180.3916473388672,91.16300964355469,317,120,True,1.4142135623730951,0.0,107.45333333333333
kas_m23aa,m23aa,0,11,SW_MAPNOTE001,39731,Home of Woorwill,124.56574249267578,83.72774505615234,206,135,True,2.0,0.2,77.92
kas_m23ab,m23ab,0,1,SW_MAPNOTE001,33461,Exit,27.842918395996094,13.321378707885742,271,119,True,6.324555320336759,0.0,113.62666666666667
kas_m23ac,m23ac,0,3,SW_MAPNOTE001,33461,Exit,37.5661735534668,14.635536193847656,287,113,True,5.0990195135927845,0.0,119.34666666666666
kas_m23ad,m23ad,0,8,SW_MAPNOTE001,33461,Exit,43.94585418701172,20.283870697021484,292,90,True,4.123105625617661,0.0,136.16
kas_m24aa,m24aa,0,23,SW_MAPNOTE001,39782,Basket Up,68.36378479003906,148.27423095703125,106,129,True,1.0,0.0,108.32
kas_m24aa,m24aa,0,24,SW_MAPNOTE001,39783,Jolee's Hut,145.2853546142578,137.31869506835938,176,138,True,2.23606797749979,0.36,78.97333333333333
kas_m24aa,m24aa,0,25,SW_MAPNOTE001,39784,Czerka Hunting Ground,241.46461486816406,225.21331787109375,262,68,True,1.4142135623730951,0.0,82.24
kas_m24aa,m24aa,0,26,SW_MAPNOTE001,39785,Forcefield,340.63916015625,170.95767211914062,352,111,True,1.0,0.0,111.04
kas_m25aa,m25aa,0,31,SW_MAPNOTE001,39891,To Upper Shadowlands,184.7447967529297,243.26864624023438,288,35,True,1.4142135623730951,0.0,106.0
kas_m25aa,m25aa,0,32,SW_MAPNOTE001,39892,Swoop Bikes,30.198787689208984,117.07955932617188,147,140,True,5.0,0.0,82.38666666666667
kas_m25aa,m25aa,0,33,SW_MAPNOTE001,39893,Computer,78.26322937011719,19.838836669921875,191,221,True,0.0,0.0,95.8
kas_m25aa,m25aa,0,34,SW_MAPNOTE001,39894,Ritual Marker,189.0586700439453,45.553070068359375,292,200,True,1.4142135623730951,0.0,90.2
kas_m25aa,m25aa,0,35,SW_MAPNOTE001,39895,Freyyr,183.9842529296875,156.74395751953125,287,107,True,2.0,0.0,99.93333333333334
korr_m33aa,m33aa,0,39,k33a_map_dreexit,39910,To Korriban,243.565185546875,161.8721466064453,345,98,True,1.0,0.0,159.06666666666666
korr_m33aa,m33aa,0,40,k33a_map_store,34558,Czerka Store,189.095703125,184.213623046875,255,63,True,5.385164807134504,0.0,135.30666666666667
korr_m33aa,m33aa,0,41,k33a_map_cantina,34552,Cantina,245.0538787841797,179.80526733398438,347,70,True,1.4142135623730951,0.0,134.10666666666665
korr_m33aa,m33aa,0,65,k33a_map_ebon,34556,To Ebon Hawk,107.8520736694336,188.2066192626953,121,57,True,1.0,0.0,127.30666666666667
korr_m33ab,m33ab,0,14,k33b_map_dreshda,34574,To Dreshdae,8.911468505859375,2.8793044090270996,179,153,True,1.4142135623730951,0.0,123.66666666666667
korr_m33ab,m33ab,0,15,k33b_map_sithaca,34576,To Sith Academy,81.06197357177734,-4.039698600769043,323,165,True,0.0,0.0,116.58666666666667
korr_m34aa,m34aa,0,4,k34_map_valley,39926,To Valley,6.6857805252075195,150.69989013671875,112,127,True,0.0,0.0,132.98666666666668
korr_m34aa,m34aa,0,24,k34_map_renegade,43806,Renegade Sith,111.84395599365234,99.7686538696289,217,174,True,0.0,0.0,113.24
korr_m35aa,m35aa,0,1,k35_way_pcroom,34654,Bedroom,42.719974517822266,111.57577514648438,141,89,True,2.23606797749979,0.0,86.34666666666666
korr_m35aa,m35aa,0,41,k35_map_dreshdae,34574,To Dreshdae,121.71790313720703,61.00093460083008,250,154,True,1.0,0.0,114.77333333333333
korr_m35aa,m35aa,0,51,k35_map_valley,39926,To Valley,121.72428894042969,157.42324829101562,251,30,True,1.4142135623730951,0.0,98.42666666666666
korr_m35aa,m35aa,0,52,k35_map_duelling,39942,Dueling Room,188.09503173828125,51.990299224853516,342,166,True,2.0,0.0,109.36
korr_m35aa,m35aa,0,53,k35_map_torture,39946,Interrogation Room,184.9819793701172,91.75056457519531,338,115,True,3.0,0.2,101.56
korr_m36aa,m36aa,0,11,k36_way_lashowe,47880,Meeting Place,89.10722351074219,252.16506958007812,228,26,True,2.8284271247461903,0.0,130.14666666666668
korr_m36aa,m36aa,0,30,k36_map_sithacad,34576,To Sith Academy,38.51292419433594,0.5253753662109375,183,239,True,0.0,0.0,135.18666666666667
korr_m36aa,m36aa,0,31,k36_map_caves,34676,To Caves,58.563133239746094,63.22877502441406,201,186,True,3.0,0.0,64.48
korr_m36aa,m36aa,0,32,k36_map_final,39988,To Naga Sadow's Tomb,32.171669006347656,253.07276916503906,178,25,True,2.0,0.0,116.98666666666666
korr_m36aa,m36aa,0,33,k36_map_second,39990,To Marka Ragnos' Tomb,27.45058822631836,180.17210388183594,174,87,True,1.0,0.0,119.26666666666667
korr_m36aa,m36aa,0,34,k36_map_third,39991,To Tulak Hord's Tomb,117.24409484863281,247.88999938964844,252,30,True,1.4142135623730951,0.0,118.04
korr_m36aa,m36aa,0,35,k36_map_firsttom,39989,To Ajunta Pall's Tomb,131.84988403320312,177.10614013671875,265,90,True,1.0,0.0,120.26666666666667
korr_m37aa,m37aa,0,9,k37_map_valley,39926,To Valley,8.6236572265625,17.50102996826172,79,136,True,1.0,0.0,104.52
korr_m37aa,m37aa,0,12,k37_map_sarc,40008,Sith Sarcophagus,146.0313720703125,23.425493240356445,380,123,True,14.7648230602334,0.0,120.6
korr_m38aa,m38ab,0,5,k38a_map_valley,39926,To Valley,13.298141479492188,74.55548095703125,48,123,True,0.0,0.0,114.18666666666667
korr_m38aa,m38ab,0,9,k38a_map_sarcoph,40008,Sith Sarcophagus,149.85777282714844,74.60921478271484,379,123,True,8.0,0.0,98.17333333333333
korr_m38ab,m38aa,0,13,k38b_map_valley,39926,To Valley,8.890373229980469,54.56492233276367,44,112,True,2.0,0.0,107.24
korr_m38ab,m38aa,0,16,k38b_map_sarc,40008,Sith Sarcophagus,147.75192260742188,74.41282653808594,385,65,True,5.830951894845301,0.0,139.93333333333334
korr_m39aa,m39aa,3,13,k39_map_valley,39926,To Valley,8.527145385742188,107.0923843383789,219,30,True,0.0,0.0,118.45333333333333
korr_m39aa,m39aa,3,19,k39_map_starmap,40066,Star Map,129.76123046875,107.42012023925781,219,222,True,1.0,0.0,163.44
lev_m40aa,m40aa,0,37,SW_MAPNOTE001,40105,Elevator,186.6409454345703,78.54325866699219,394,132,True,1.4142135623730951,0.0,124.33333333333333
lev_m40aa,m40aa,0,81,lev40_mnbarracks2,40879,Barracks,103.96298217773438,28.08721160888672,229,219,True,2.0,0.0,114.26666666666667
lev_m40aa,m40aa,0,82,lev40_mncell2,44173,Cell Block,131.54971313476562,44.05367660522461,284,191,True,6.0,0.0,124.22666666666667
lev_m40aa,m40aa,0,83,lev40_mndroid,44174,Droid Maintenance,63.47221374511719,94.08694458007812,149,105,True,3.1622776601683795,0.0,123.34666666666666
lev_m40aa,m40aa,0,84,lev40_mnmedical,44175,Medical,65.11534118652344,61.88725662231445,152,161,True,2.23606797749979,0.0,119.64
lev_m40aa,m40aa,0,85,lev40_mndetention,44176,Detention,27.482141494750977,57.58378601074219,77,168,True,5.0,0.0,113.17333333333333
lev_m40ab,m40ab,0,19,SW_MAPNOTE001,40105,Elevator,12.511911392211914,54.4334716796875,46,130,True,2.23606797749979,0.0,111.66666666666667
lev_m40ab,m40ab,0,20,lev40_mndroid,40102,Droid Bay,53.391292572021484,33.18396759033203,157,184,True,6.4031242374328485,0.0,101.09333333333333
lev_m40ab,m40ab,0,21,lev40_mnarmory,40113,Armory,89.20154571533203,37.648536682128906,254,173,True,15.231546211727817,0.0,123.36
lev_m40ab,m40ab,0,22,SW_MAPNOTE001,40114,To Bridge,138.9091033935547,54.641754150390625,389,129,True,5.0,0.0,117.73333333333333
lev_m40ab,m40ab,0,23,SW_MAPNOTE001,40115,To Bridge Storage,122.34418487548828,72.71479034423828,344,83,True,2.8284271247461903,0.0,121.12
lev_m40ab,m40ab,0,52,lev40_mnbarracks1,40879,Barracks,55.903602600097656,74.73410034179688,164,78,True,4.47213595499958,0.0,121.0
lev_m40ab,m40ab,0,53,lev40_mnbarracks2,40879,Barracks,62.89273452758789,53.16140365600586,183,133,True,1.4142135623730951,0.0,118.28
lev_m40ab,m40ab,0,54,lev40_mnbarracks3,40879,Barracks,121.00218963623047,35.147705078125,341,179,True,1.0,0.0,116.33333333333333
lev_m40ab,m40ab,0,55,lev40_mnelevator1,44300,Elevator Corridor,35.266536712646484,91.21522521972656,108,36,True,8.0,0.0,126.89333333333333
lev_m40ab,m40ab,0,56,lev40_mnelevator2,44300,Elevator Corridor,35.1540412902832,18.462326049804688,107,222,True,9.055385138137417,0.0,114.12
lev_m40ab,m40ab,0,57,lev40_mncentral1,44301,Central Corridor,75.14418029785156,90.45687866210938,216,38,True,11.045361017187261,0.0,108.05333333333333
lev_m40ab,m40ab,0,58,lev40_mncentral2,44301,Central Corridor,75.3343505859375,19.09505271911621,217,220,True,10.0,0.0,140.57333333333332
lev_m40ab,m40ab,0,59,lev40_mnbridge,44302,Bridge Corridor,114.81119537353516,54.71704864501953,324,129,True,6.082762530298219,0.0,116.10666666666667
lev_m40ac,m40ac,0,16,SW_MAPNOTE001,40105,Elevator,12.570417404174805,154.49972534179688,50,52,True,1.0,0.0,133.08
lev_m40ac,m40ac,0,17,SW_MAPNOTE001,40126,Hangar Control,124.93940734863281,152.28724670410156,200,55,True,0.0,0.0,119.32
lev_m40ac,m40ac,0,18,SW_MAPNOTE001,40127,To Hangar,258.6145935058594,154.8144073486328,377,52,True,4.242640687119285,0.0,125.78666666666666
lev_m40ad,m40ad,0,6,SW_MAPNOTE001,40131,To Command Deck,123.1427230834961,77.15397644042969,53,98,True,2.0,0.0,94.89333333333333
lev_m40ad,m40ad,0,7,SW_MAPNOTE001,35404,Airlock,122.30054473876953,96.24142456054688,51,62,True,1.0,0.0,119.82666666666667
lev_m40ad,m40ad,0,8,SW_MAPNOTE001,35404,Airlock,184.52398681640625,74.19973754882812,181,104,True,3.0,0.0,109.30666666666667
lev_m40ad,m40ad,0,9,SW_MAPNOTE001,40131,To Command Deck,153.5872802734375,54.73300552368164,117,141,True,3.1622776601683795,0.0,107.44
lev_m40ad,m40ad,0,10,SW_MAPNOTE001,34305,Bridge,267.5608825683594,54.717132568359375,355,141,True,5.830951894845301,0.0,109.89333333333333
liv_m99aa,m50aa,3,21,yav50_map,48569,To Ebon Hawk,7.101914882659912,-2.7823305130004883,60,131,True,1.0,0.0,65.32
manm26aa,m26aa,3,15,SW_WAYPOINT001,35012,Ahto High Court,49.737205505371094,-4.620860576629639,190,210,True,2.0,0.0,158.94666666666666
manm26aa,m26aa,3,16,SW_WAYPOINT001,35013,Mercenary Enclave,-24.18143653869629,29.148515701293945,279,29,True,5.0,0.0,152.77333333333334
manm26aa,m26aa,3,17,SW_WAYPOINT001,35014,To Ahto City Central,1.7951176166534424,43.59737777709961,318,92,True,0.0,0.0,191.88
manm26aa,m26aa,3,38,SW_MAPNOTE001,43297,Holding Cell,28.18637466430664,17.570737838745117,249,157,True,8.06225774829855,0.0,211.53333333333333
manm26ab,m26ab,2,11,SW_WAYPOINT001,35033,Swoop Track Registration,-81.74132537841797,34.887786865234375,225,231,True,3.0,0.0,151.38666666666666
manm26ab,m26ab,2,12,SW_WAYPOINT001,33405,General Shop,2.949697494506836,20.85760498046875,249,88,True,2.23606797749979,0.0,116.94666666666667
manm26ab,m26ab,2,13,SW_WAYPOINT001,35034,Sith Base,44.994117736816406,14.52622127532959,260,17,True,1.0,0.0,135.97333333333333
manm26ab,m26ab,2,14,SW_WAYPOINT001,35035,To Ahto City East Central,-51.343971252441406,77.97251892089844,150,179,True,1.4142135623730951,0.0,167.01333333333332
manm26ac,m26ac,0,23,SW_WAYPOINT001,35054,To Docking Bay,-58.66087341308594,163.2440643310547,210,17,True,1.0,0.0,179.24
manm26ac,m26ac,0,24,SW_WAYPOINT001,35055,Port Official,-38.2010498046875,65.803466796875,237,141,True,3.0,0.0,147.76
manm26ac,m26ac,0,25,SW_WAYPOINT001,35056,To Ahto West,-105.88410949707031,25.29544448852539,148,193,True,1.0,0.0,151.6
manm26ac,m26ac,0,26,SW_WAYPOINT001,35035,To Ahto City East Central,-7.043693542480469,-1.6135621070861816,278,227,True,1.4142135623730951,0.0,166.56
manm26ad,m26ad,1,51,SW_MAPNOTE001,33404,Ebon Hawk,253.69683837890625,177.67965698242188,278,141,True,7.0,0.0,122.30666666666667
manm26ad,m26ad,1,52,SW_MAPNOTE001,45134,Sith Hangar,337.5826416015625,185.6248779296875,186,150,True,3.0,0.0,112.57333333333334
manm26ad,m26ad,1,53,SW_MAPNOTE001,45135,Private Hangar,422.2376403808594,172.18551635742188,94,135,True,11.40175425099138,0.0,127.50666666666666
manm26ad,m26ad,1,54,SW_MAPNOTE001,19297,Manaan - West Central,340.1349792480469,208.68331909179688,184,175,True,1.0,0.0,135.13333333333333
manm26ae,m26ae,0,69,SW_MAPNOTE001,40212,To West Central Courtyard,10.083446502685547,-1.1422358751296997,137,220,True,2.23606797749979,0.0,187.50666666666666
manm26ae,m26ae,0,70,SW_MAPNOTE001,40213,Tyvark's Shop,13.157756805419922,19.081623077392578,142,189,True,2.8284271247461903,0.0,200.78666666666666
manm26ae,m26ae,0,71,SW_MAPNOTE001,40214,To East Courtyard,107.23102569580078,25.758583068847656,295,179,True,2.0,0.0,134.85333333333332
manm26ae,m26ae,0,72,SW_MAPNOTE001,35175,Visitor's Hotel,12.69571304321289,63.881256103515625,141,121,True,7.0710678118654755,0.0,179.13333333333333
manm26ae,m26ae,0,73,SW_MAPNOTE001,40215,Republic Enclave,79.43718719482422,72.11074829101562,250,108,True,4.0,0.0,179.8
manm27aa,m27aa,2,26,SW_MAPNOTE001,40265,Elevator to Ahto City,102.98587799072266,35.733489990234375,204,208,True,2.0,0.0,129.17333333333335
manm27aa,m27aa,2,27,SW_MAPNOTE001,40266,Security Checkpoint,113.5976333618164,35.59273147583008,204,194,True,1.0,0.0,142.53333333333333
manm27aa,m27aa,2,28,SW_MAPNOTE001,40267,Flow Control,149.1910858154297,-27.365699768066406,291,147,True,6.4031242374328485,0.0,180.88
manm27aa,m27aa,2,29,SW_MAPNOTE001,40268,North Computer Room,208.3819580078125,108.51002502441406,102,69,True,1.4142135623730951,0.0,132.26666666666668
manm27aa,m27aa,2,30,SW_MAPNOTE001,40269,Training Annex,227.13357543945312,19.28418731689453,226,44,True,7.0,0.0,159.12
manm27aa,m27aa,2,31,SW_MAPNOTE001,40270,Secondary Entrance,124.9254150390625,1.8204269409179688,251,179,True,2.23606797749979,0.0,154.12
manm27aa,m27aa,2,32,SW_MAPNOTE001,40271,Droid Repair,129.9429931640625,65.67850494384766,162,173,True,1.4142135623730951,0.0,163.18666666666667
manm28aa,m28aa,0,28,SW_WAYPOINT001,35404,Airlock,135.7627716064453,71.099365234375,209,214,True,3.0,0.0,169.17333333333335
manm28aa,m28aa,0,29,SW_WAYPOINT001,35404,Airlock,83.88426208496094,68.87198638916016,142,217,True,3.1622776601683795,0.0,147.90666666666667
manm28aa,m28aa,0,30,SW_WAYPOINT001,35405,Envirosuit Storage,102.01383209228516,108.97241973876953,166,167,True,4.47213595499958,0.0,122.97333333333333
manm28aa,m28aa,0,31,SW_WAYPOINT001,35404,Airlock,212.4207763671875,81.29912567138672,308,201,True,1.0,0.0,133.54666666666665
manm28aa,m28aa,0,37,SW_MAPNOTE001,35179,Submersible,131.4268035888672,202.1234130859375,204,51,True,6.0,0.0,124.30666666666667
manm28aa,m28aa,0,46,cs,45799,Central Storage Room,128.1935577392578,104.3244400024414,200,173,True,2.0,0.0,153.49333333333334
manm28aa,m28aa,0,47,ws,45820,West Storage Room,86.03435516357422,112.36953735351562,145,163,True,2.23606797749979,0.0,164.16
manm28aa,m28aa,0,48,ehb,45803,East Hallway B,188.42001342773438,134.3775177001953,277,135,True,1.0,0.0,200.50666666666666
manm28aa,m28aa,0,49,sh,45814,South Hallway,142.26699829101562,86.96490478515625,218,194,True,0.0,0.0,160.6
manm28aa,m28aa,0,50,sc,45811,Security Room,102.17594909667969,125.46969604492188,166,146,True,3.605551275463989,0.0,163.81333333333333
manm28aa,m28aa,0,51,en,45805,Environment Suit Containment,101.86256408691406,109.53179168701172,166,166,True,5.0,0.0,123.45333333333333
manm28aa,m28aa,0,52,sco,41774,Security Computer,210.80435180664062,174.73333740234375,306,85,True,1.0,0.0,154.93333333333334
manm28aa,m28aa,0,61,SW_WAYPOINT001,35403,Security Control,210.9515380859375,175.02389526367188,307,85,True,0.0,0.0,172.10666666666665
manm28ab,m28ab,0,16,SW_WAYPOINT001,35408,To Hrakert Station,127.49036407470703,98.83890533447266,174,45,True,2.23606797749979,0.0,116.02666666666667
manm28ab,m28ab,0,17,SW_WAYPOINT001,35408,To Hrakert Station,177.1248779296875,98.71406555175781,240,45,True,1.4142135623730951,0.0,119.42666666666666
manm28ab,m28ab,0,18,SW_WAYPOINT001,35404,Airlock,254.48951721191406,60.03526306152344,345,94,True,9.848857801796104,0.0,134.30666666666667
manm28ab,m28ab,0,19,SW_WAYPOINT001,35404,Airlock,267.9442138671875,20.115461349487305,363,144,True,5.0,0.0,142.61333333333334
manm28ac,m28ac,1,3,SW_WAYPOINT001,35404,Airlock,216.14541625976562,76.0418472290039,258,45,True,3.0,0.0,159.24
manm28ac,m28ac,1,4,SW_WAYPOINT001,35421,To Sea Floor,259.3677062988281,109.86752319335938,165,113,True,4.242640687119285,0.0,129.13333333333333
manm28ac,m28ac,1,5,SW_WAYPOINT001,35421,To Sea Floor,233.43914794921875,145.9774627685547,221,186,True,5.0990195135927845,0.0,137.54666666666665
manm28ad,m28ad,0,3,SW_WAYPOINT001,35425,To Kolto Control,82.10855102539062,94.54375457763672,139,169,True,1.0,0.32,16.426666666666666
manm28ad,m28ad,0,4,SW_WAYPOINT001,35408,To Hrakert Station,73.88444519042969,119.85623931884766,128,142,True,1.0,0.0,120.25333333333333
manm28ad,m28ad,0,5,SW_WAYPOINT001,33475,Star Map,195.1015625,106.972412109375,300,156,True,0.0,0.0,154.09333333333333
manm28ad,m28ad,0,6,SW_WAYPOINT001,35426,Kolto Control Panel,126.16223907470703,107.8200912475586,202,155,True,6.324555320336759,0.0,132.26666666666668
sta_m45aa,m45aa,0,11,k45a_map_elevato,35471,To Elevator,98.09510040283203,151.2667999267578,264,67,True,2.8284271247461903,0.0,127.21333333333334
sta_m45aa,m45aa,0,22,k45a_map_east,40316,To East Exit,152.89036560058594,-80.14649200439453,308,238,True,0.0,0.32,71.85333333333334
sta_m45aa,m45aa,0,23,k45a_map_west,40318,To West Exit,-15.942014694213867,-79.84397888183594,173,238,True,0.0,0.28,60.946666666666665
sta_m45aa,m45aa,0,24,k45_map_ebonhawk,34556,To Ebon Hawk,65.30889892578125,177.2470703125,238,48,True,2.23606797749979,0.0,116.72
