module,area,north_axis,note_index,tag,strref,name,old_world_x,old_world_y,new_world_x,new_world_y,old_px,new_px,move_px,rule,confidence,source,reason,roundtrip_px,in_bounds,key_unique
danm14ac,m14ac,0,29,SW_WAYPOINT001,33413,Path South,372.878876,350.67514,373.169732,341.859633,"258,200","259,217",17.0,transition,medium,auto,"the only exit nearby is trigger to14de -> danm14ad (Dantooine - Sandral Grounds), 6 px away; matched on position, not name; centred on its drawn transition line (7 px long) and set 3 px clear of it","259,217",True,True
danm14ac,m14ac,0,30,SW_WAYPOINT001,33413,Path South,280.985107,386.403809,278.587543,377.328058,"70,130","65,148",18.7,transition,medium,auto,"the only exit nearby is trigger to14dw -> danm14ad (Dantooine - Sandral Grounds), 8 px away; matched on position, not name; centred on its drawn transition line (6 px long) and set 3 px clear of it","65,148",True,True
danm14ad,m14ad,0,22,mapnote,33459,Sandral Estate,336.331268,145.387039,340.299988,148.988711,"78,134","84,129",7.8,transition,high,auto,"names door dan14ad_door01 -> danm16 (Dantooine - Sandral Estate), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","84,129",True,True
danm14ad,m14ad,0,23,SW_WAYPOINT001,33460,Cave Entrance,562.570068,117.476196,566.06971,121,"414,171","419,166",7.1,transition,medium,auto,"names trigger to14ae -> danm14ae (Dantooine - Crystal Cave), name match 0.50; centred on its drawn transition line (4 px long) and set 3 px clear of it","419,166",True,True
danm14ad,m14ad,0,24,SW_WAYPOINT001,33425,Path North,531.232605,152.875092,538.438191,163.361292,"367,124","378,110",17.8,transition,medium,auto,"the only exit nearby is trigger to14ce -> danm14ac (Dantooine - Grove), 4 px away; matched on position, not name; centred on its drawn transition line (11 px long) and set 3 px clear of it","378,110",True,True
danm14ad,m14ad,0,25,SW_WAYPOINT001,33425,Path North,357.586731,204.628983,358.354668,207.011742,"110,55","111,52",3.2,transition,medium,auto,"the only exit nearby is trigger to14cw -> danm14ac (Dantooine - Grove), 3 px away; matched on position, not name","111,52",True,True
danm14ae,m14ae,0,1,SW_WAYPOINT001,33461,Exit,13.5985374,151.774033,8.64537375,150.959063,"60,190","43,192",17.1,transition,low,auto,"the only exit nearby is trigger to14ad -> danm14ad (Dantooine - Sandral Grounds), 17 px away; matched on position, not name","43,192",True,True
danm16,m16aa,1,21,SW_WAYPOINT001,33461,Exit,45.3330536,30.6085815,45.6314448,29.7519723,"226,29","225,26",3.2,transition,medium,auto,"the only exit nearby is door dan16_door03 -> danm14ad (Dantooine - Sandral Grounds), 7 px away; matched on position, not name; centred on its drawn transition line (6 px long) and set 3 px clear of it","225,26",True,True
danm16,m16aa,1,22,SW_WAYPOINT001,33461,Exit,19.6141396,63.6265411,18.4072163,63.1723695,"325,151","330,149",5.4,transition,medium,auto,"the only exit nearby is door dan16_door04 -> danm14ad (Dantooine - Sandral Grounds), 6 px away; matched on position, not name; centred on its drawn transition line (7 px long) and set 3 px clear of it","330,149",True,True
ebo_m12aa,m12aa,0,46,Cargo,39412,Cargo Hold,27.3722343,30.5576344,32.1463795,31.6940859,"144,172","160,168",16.5,room_centre,medium,auto,"sole note in room M12aa_01k (69 px across), only note in it","160,168",True,True
ebo_m12aa,m12aa,0,47,Cockpit,39414,Cockpit,52.7783394,80.174881,52.6941659,76.6737729,"228,17","227,28",11.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01p (31 px across), only note in it","227,28",True,True
ebo_m12aa,m12aa,0,48,PortQuarters,39415,Crew Quarters,23.2197571,54.2395248,23.1215591,51.0703676,"131,98","131,108",10.0,room_centre,medium,auto,"sole note in room M12aa_01j (40 px across), only note in it","131,108",True,True
ebo_m12aa,m12aa,0,49,Swoop,39416,Swoop Hangar,69.9854584,27.4138718,64.168719,32.276325,"284,182","265,166",24.8,room_centre,medium,auto,"sole note in room M12aa_01e (79 px across), only note in it","265,166",True,True
ebo_m12aa,m12aa,0,50,Starboard,39415,Crew Quarters,80.764389,56.2321472,79.1678375,51.4462599,"319,92","314,107",15.8,room_centre,medium,auto,"sole note in room M12aa_01i (39 px across), only note in it","314,107",True,True
ebo_m12aa,m12aa,0,51,Engine,39417,Engine Room,49.4640312,7.27915573,49.5820031,17.6068455,"217,244","217,212",32.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01l (45 px across), only note in it","217,212",True,True
ebo_m12aa,m12aa,0,52,sw_exit,39418,Exit Ramp,66.9202194,50.4058647,67.2317897,53.6279576,"274,110","275,100",10.0,transition,medium,auto,"names trigger AreaTransition -> ? (Exit Ebon Hawk), name match 0.50; centred on its drawn transition line (14 px long) and set 3 px clear of it","275,100",True,True
ebo_m41aa,m12aa,0,15,cargo,39412,Cargo Hold,27.819416,31.0983524,32.1463795,31.6940859,"146,170","160,168",14.1,room_centre,medium,auto,"sole note in room M12aa_01k (69 px across), only note in it","160,168",True,True
ebo_m41aa,m12aa,0,16,portquarters,39415,Crew Quarters,21.6745911,53.2886353,23.1215591,51.0703676,"126,101","131,108",8.6,room_centre,medium,auto,"sole note in room M12aa_01j (40 px across), only note in it","131,108",True,True
ebo_m41aa,m12aa,0,17,SwoopRacer,39416,Swoop Hangar,68.7210083,26.4141407,64.168719,32.276325,"280,185","265,166",24.2,room_centre,medium,auto,"sole note in room M12aa_01e (79 px across), only note in it","265,166",True,True
ebo_m41aa,m12aa,0,18,exit,33461,Exit,66.9621277,45.197422,66.1892105,48.0026138,"274,126","272,117",9.2,transition,medium,auto,"the only exit nearby is trigger newtransition001 -> ? (Unknown World - Central Beach), 9 px away; matched on position, not name","272,117",True,True
ebo_m41aa,m12aa,0,19,SW_MAPNOTE001,39414,Cockpit,51.9131927,78.6615601,52.6941659,76.6737729,"225,22","227,28",6.3,room_centre,medium,auto,"sole note in room M12aa_01p (31 px across), only note in it","227,28",True,True
ebo_m41aa,m12aa,0,20,Starboard,39415,Crew Quarters,80.581749,51.1631241,79.1678375,51.4462599,"319,108","314,107",5.1,room_centre,medium,auto,"sole note in room M12aa_01i (39 px across), only note in it","314,107",True,True
ebo_m41aa,m12aa,0,21,SW_MAPNOTE001,39417,Engine Room,49.4663734,8.40962029,49.5820031,17.6068455,"217,241","217,212",29.0,room_centre,high,auto,"off walkable floor, nearest is room M12aa_01l (45 px across), only note in it","217,212",True,True
end_m01aa,m01aa,3,18,SW_WAYPOINT001,39590,Quarters,14.9991999,21.4336128,15.5396455,22.9212377,"48,82","52,83",4.1,room_centre,medium,auto,"sole note in room M01aa_01a (48 px across), only note in it","52,83",True,True
kas_m22aa,m22aa,0,46,SW_MAPNOTE001,33404,Ebon Hawk,54.8121414,50.9973755,52.7033227,50.1705856,"93,208","88,210",5.4,transition,high,auto,"names trigger EbonHawk -> ebo_m12aa (To the Ebon Hawk), name match 1.00; centred on its drawn transition line (9 px long) and set 3 px clear of it","88,210",True,True
kas_m22aa,m22aa,0,47,SW_MAPNOTE001,39700,To the Great Walkway,166.228363,140.869797,167.613007,141.561005,"335,26","338,25",3.2,transition,high,auto,"names door KashyyykDoor3 -> kas_m22ab (Kashyyyk - The Great Walkway), name match 1.00","338,25",True,True
kas_m22aa,m22aa,0,48,SW_MAPNOTE001,39701,Janos' Office,167.446472,78.8449326,159.58273,82.4036833,"337,152","320,145",18.4,room_centre,high,auto,"off walkable floor, nearest is room M22aa_03a (80 px across), only note in it","320,145",True,True
kas_m22ab,m22ab,0,32,SW_MAPNOTE001,39721,To the Czerka Dock,52.5129089,270.46048,47.2640995,268.227826,"85,71","81,73",4.5,transition,medium,auto,"names door KashyyykDoor3 -> kas_m22aa (Kashyyyk - Czerka Landing Port), name match 0.50; centred on its drawn transition line (6 px long) and set 3 px clear of it","81,73",True,True
kas_m22ab,m22ab,0,33,SW_MAPNOTE001,39722,To Rwookrrorro Village,228.789261,313.888428,236.469228,318.990708,"232,37","238,33",7.2,transition,high,auto,"names door kas22_towndoor -> kas_m23aa (to the Village of Rwookrrorro), name match 1.00; centred on its drawn transition line (11 px long) and set 3 px clear of it","238,33",True,True
kas_m23aa,m23aa,0,8,SW_MAPNOTE001,39700,To the Great Walkway,71.5530472,130.857742,72.0717158,133.309086,"101,42","102,37",5.1,transition,high,auto,"names door KashyyykDoor3 -> kas_m22ab (Kashyyyk - The Great Walkway), name match 1.00; centred on its drawn transition line (13 px long) and set 3 px clear of it","102,37",True,True
kas_m23aa,m23aa,0,10,SW_MAPNOTE001,39730,Holder of the Laws,180.391647,91.1630096,180.899002,93.4225006,"317,120","318,116",4.1,object,high,auto,"names the door 'Holder of the Laws' (Door List), 4 px away, name match 1.00","318,116",True,True
kas_m23aa,m23aa,0,11,SW_MAPNOTE001,39731,Home of Woorwill,124.565742,83.7277451,123.713997,82.3961029,"206,135","204,138",3.6,transition,high,auto,"names door KashyyykDoor1 -> kas_m23ab (Kashyyyk - Woorwill's Home), name match 1.00","204,138",True,True
kas_m23ab,m23ab,0,1,SW_MAPNOTE001,33461,Exit,27.8429184,13.3213787,29.3149111,12.3375008,"271,119","285,127",16.1,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 16 px away; matched on position, not name; offset from its drawn transition line (40 px long) and set 3 px clear of it","285,127",True,True
kas_m23ac,m23ac,0,3,SW_MAPNOTE001,33461,Exit,37.5661736,14.6355362,37.3715489,13.7769229,"287,113","285,120",7.3,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 17 px away; matched on position, not name; offset from its drawn transition line (45 px long) and set 3 px clear of it","285,120",True,True
kas_m23ad,m23ad,0,8,SW_MAPNOTE001,33461,Exit,43.9458542,20.2838707,45.2814402,20.7708962,"292,90","301,87",9.5,transition,low,auto,"the only exit nearby is door KashyyykDoor2 -> kas_m23aa (Kashyyyk - Village of Rwookrrorro), 15 px away; matched on position, not name; offset from its drawn transition line (30 px long) and set 3 px clear of it","301,87",True,True
kas_m24aa,m24aa,0,26,SW_MAPNOTE001,39785,Forcefield,340.63916,170.957672,340.978149,164.194504,"352,111","352,116",5.0,object,high,auto,"names the sound 'forcefield loop' (SoundList), 5 px away, name match 1.00","352,116",True,True
kas_m25aa,m25aa,0,31,SW_MAPNOTE001,39891,To Upper Shadowlands,184.744797,243.268646,181.317057,246.999997,"288,35","285,32",4.2,transition,high,auto,"names trigger Exit -> kas_m24aa (To the Upper Shadowlands), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","285,32",True,True
kas_m25aa,m25aa,0,32,SW_MAPNOTE001,39892,Swoop Bikes,30.1987877,117.079559,27.3704816,111.798215,"147,140","144,145",5.8,room_centre,medium,auto,"sole note in room M25aa_10A (38 px across), only note in it","144,145",True,True
kas_m25aa,m25aa,0,34,SW_MAPNOTE001,39894,Ritual Marker,189.05867,45.5530701,186.988854,34.5626103,"292,200","290,209",9.2,room_centre,medium,auto,"sole note in room M25aa_07A (49 px across), only note in it","290,209",True,True
korr_m33aa,m33aa,0,39,k33a_map_dreexit,39910,To Korriban,243.565186,161.872147,245.402209,164.915998,"345,98","348,93",5.8,transition,medium,auto,"the only exit nearby is door kor33a_kor33b -> korr_m33ab (Korriban - Sith Academy Entrance), 3 px away; matched on position, not name; centred on its drawn transition line (8 px long) and set 3 px clear of it","348,93",True,True
korr_m33aa,m33aa,0,40,k33a_map_store,34558,Czerka Store,189.095703,184.213623,186.26971,180.498267,"255,63","250,69",7.8,room_centre,medium,auto,"sole note in room M33aa_03a (37 px across), only note in it","250,69",True,True
korr_m33aa,m33aa,0,65,k33a_map_ebon,34556,To Ebon Hawk,107.852074,188.206619,110.376925,188.388002,"121,57","125,57",4.0,transition,high,auto,"names trigger k33_trg_ebonhawk -> ebo_m12aa (Ebon Hawk), name match 1.00; centred on its drawn transition line (11 px long) and set 3 px clear of it","125,57",True,True
korr_m33ab,m33ab,0,14,k33b_map_dreshda,34574,To Dreshdae,8.91146851,2.87930441,8.79220788,4.8499999,"179,153","179,149",4.0,transition,high,auto,"names door kor33b_kor33a -> korr_m33aa (Korriban - Dreshdae), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","179,149",True,True
korr_m33ab,m33ab,0,15,k33b_map_sithaca,34576,To Sith Academy,81.0619736,-4.0396986,79.8844169,-2.15555551,"323,165","321,162",3.6,transition,high,auto,"names door k33b_dor_academy -> korr_m35aa (Korriban - Sith Academy), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","321,162",True,True
korr_m34aa,m34aa,0,4,k34_map_valley,39926,To Valley,6.68578053,150.69989,8.66000028,153.756846,"112,127","114,124",3.6,transition,high,auto,"names trigger k34_trg_k36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn transition line (7 px long) and set 3 px clear of it","114,124",True,True
korr_m34aa,m34aa,0,24,k34_map_renegade,43806,Renegade Sith,111.843956,99.7686539,112.621468,107.993828,"217,174","217,166",8.0,room_centre,medium,auto,"sole note in room m34aa_04a (71 px across), only note in it","217,166",True,True
korr_m35aa,m35aa,0,1,k35_way_pcroom,34654,Bedroom,42.7199745,111.575775,47.4527582,109.758182,"141,89","148,91",7.3,room_centre,medium,auto,"sole note in room M35aa_14 (26 px across), only note in it","148,91",True,True
korr_m35aa,m35aa,0,41,k35_map_dreshdae,34574,To Dreshdae,121.717903,61.0009346,124.972286,55.9115366,"250,154","255,161",8.6,transition,low,auto,"the only exit nearby is door kor35_kor33b -> korr_m33ab (Korriban - Sith Academy Entrance), 12 px away; matched on position, not name; centred on its drawn transition line (6 px long) and set 3 px clear of it","255,161",True,True
korr_m35aa,m35aa,0,51,k35_map_valley,39926,To Valley,121.724289,157.423248,122.803611,163.369223,"251,30","252,22",8.1,transition,high,auto,"names door kor35_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn transition line (7 px long) and set 3 px clear of it","252,22",True,True
korr_m35aa,m35aa,0,52,k35_map_duelling,39942,Dueling Room,188.095032,51.9902992,188.227363,49.9132058,"342,166","343,169",3.2,room_centre,medium,auto,"sole note in room M35aa_22 (43 px across), only note in it","343,169",True,True
korr_m36aa,m36aa,0,30,k36_map_sithacad,34576,To Sith Academy,38.5129242,0.525375366,39.1600006,-4.95996501,"183,239","184,244",5.1,transition,high,auto,"names door kor36_kor35 -> korr_m35aa (Korriban - Sith Academy), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","184,244",True,True
korr_m36aa,m36aa,0,31,k36_map_caves,34676,To Caves,58.5631332,63.228775,65.3799983,69.3800222,"201,186","207,181",7.8,transition,high,auto,"names trigger k36_trg_k34 -> korr_m34aa (Korriban - Shyrack Caves), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","207,181",True,True
korr_m36aa,m36aa,0,32,k36_map_final,39988,To Naga Sadow's Tomb,32.171669,253.072769,23.200002,254.63999,"178,25","170,24",8.1,transition,high,auto,"names door kor36_kor39 -> korr_m39aa (Korriban - Tomb of Naga Sadow), name match 1.00; centred on its drawn transition line (7 px long) and set 3 px clear of it","170,24",True,True
korr_m36aa,m36aa,0,33,k36_map_second,39990,To Marka Ragnos' Tomb,27.4505882,180.172104,16.3600026,176.760004,"174,87","164,90",10.4,transition,high,auto,"names door kor36_kor38a -> korr_m38aa (Korriban - Tomb of Marka Ragnos), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","164,90",True,True
korr_m36aa,m36aa,0,34,k36_map_third,39991,To Tulak Hord's Tomb,117.244095,247.889999,128.079993,247.559991,"252,30","262,30",10.0,transition,high,auto,"names door kor36_kor38b -> korr_m38ab (Korriban - Tomb of Tulak Hord), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","262,30",True,True
korr_m38aa,m38ab,0,5,k38a_map_valley,39926,To Valley,13.2981415,74.555481,12.5356086,76.3935485,"48,123","46,120",3.6,transition,high,auto,"names door kor38a_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","46,120",True,True
korr_m38ab,m38aa,0,13,k38b_map_valley,39926,To Valley,8.89037323,54.5649223,9.65170467,55.9217392,"44,112","46,109",3.6,transition,high,auto,"names door kor38b_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn transition line (11 px long) and set 3 px clear of it","46,109",True,True
korr_m39aa,m39aa,3,13,k39_map_valley,39926,To Valley,8.52714539,107.092384,8.44999886,109.145018,"219,30","222,30",3.0,transition,high,auto,"names door kor39_kor36 -> korr_m36aa (Korriban - Valley of the Dark Lords), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","222,30",True,True
lev_m40aa,m40aa,0,37,SW_MAPNOTE001,40105,Elevator,186.640945,78.5432587,180.199997,79,"394,132","381,131",13.0,object,medium,auto,"names the door 'Elevator' (Door List), 13 px away, name match 1.00","381,131",True,True
lev_m40aa,m40aa,0,84,lev40_mnmedical,44175,Medical,65.1153412,61.8872566,64.6918083,63.8531908,"152,161","151,157",4.1,room_centre,medium,auto,"sole note in room M40aa_00a (39 px across), only note in it","151,157",True,True
lev_m40ab,m40ab,0,19,SW_MAPNOTE001,40105,Elevator,12.5119114,54.4334717,19,55,"46,130","64,128",18.1,object,medium,auto,"names the door 'Elevator' (Door List), 18 px away, name match 1.00","64,128",True,True
lev_m40ab,m40ab,0,20,lev40_mndroid,40102,Droid Bay,53.3912926,33.1839676,54.8460613,34.6624591,"157,184","161,180",5.7,room_centre,medium,auto,"sole note in room M40ab_17a (74 px across), only note in it","161,180",True,True
lev_m40ab,m40ab,0,23,SW_MAPNOTE001,40115,To Bridge Storage,122.344185,72.7147903,122.95552,74.7456321,"344,83","346,78",5.4,transition,high,auto,"names door lev40_storage -> lev_m40ad (Leviathan - Bridge), name match 1.00; centred on its drawn transition line (12 px long) and set 3 px clear of it","346,78",True,True
lev_m40ac,m40ac,0,16,SW_MAPNOTE001,40105,Elevator,12.5704174,154.499725,19,155,"50,52","59,51",9.1,object,high,auto,"names the door 'Elevator' (Door List), 9 px away, name match 1.00","59,51",True,True
lev_m40ac,m40ac,0,17,SW_MAPNOTE001,40126,Hangar Control,124.939407,152.287247,124.997906,145.646725,"200,55","200,63",8.0,room_centre,medium,auto,"sole note in room M40ac_32a (69 px across), only note in it","200,63",True,True
lev_m40ac,m40ac,0,18,SW_MAPNOTE001,40127,To Hangar,258.614594,154.814407,256.300961,152.878574,"377,52","374,54",3.6,transition,high,auto,"names door lev40_hangar -> ebo_m40ad (), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","374,54",True,True
lev_m40ad,m40ad,0,6,SW_MAPNOTE001,40131,To Command Deck,123.142723,77.1539764,123.190532,75.0499961,"53,98","53,102",4.0,transition,high,auto,"names door lev40_stddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","53,102",True,True
lev_m40ad,m40ad,0,8,SW_MAPNOTE001,35404,Airlock,184.523987,74.1997375,184.471527,76.605011,"181,104","181,99",5.0,object,high,auto,"names the sound 'steam room airlock room' (SoundList), 5 px away, name match 1.00","181,99",True,True
lev_m40ad,m40ad,0,9,SW_MAPNOTE001,40131,To Command Deck,153.58728,54.7330055,154.228992,56.6749983,"117,141","118,137",4.1,transition,high,auto,"names door lev40_cmddoor -> lev_m40ab (Leviathan - Command Deck), name match 1.00; centred on its drawn transition line (10 px long) and set 3 px clear of it","118,137",True,True
liv_m99aa,m50aa,3,21,yav50_map,48569,To Ebon Hawk,7.10191488,-2.78233051,7.20890999,-4.97201014,"60,131","53,131",7.0,transition,high,auto,"names door yavinarea -> ebo_m12aa (To Ebon Hawk), name match 1.00","53,131",True,True
manm26aa,m26aa,3,16,SW_WAYPOINT001,35013,Mercenary Enclave,-24.1814365,29.1485157,-16.8020642,33.4213201,"279,29","291,47",21.6,room_centre,medium,auto,"sole note in room M26aa_11a (78 px across), only note in it","291,47",True,True
manm26aa,m26aa,3,17,SW_WAYPOINT001,35014,To Ahto City Central,1.79511762,43.5973778,1.28181874,46.4205121,"318,92","325,91",7.1,transition,medium,auto,"names door man26aa_door05 -> manm26ac (Manaan - West Central), name match 0.50; centred on its drawn transition line (11 px long) and set 3 px clear of it","325,91",True,True
manm26ab,m26ab,2,11,SW_WAYPOINT001,35033,Swoop Track Registration,-81.7413254,34.8877869,-82.5559387,33.2802266,"225,231","228,232",3.2,room_centre,medium,auto,"sole note in room M26ab_17a (53 px across), only note in it","228,232",True,True
manm26ab,m26ab,2,12,SW_WAYPOINT001,33405,General Shop,2.94969749,20.857605,7.56663997,20.9616646,"249,88","249,80",8.0,room_centre,medium,auto,"sole note in room M26ab_16a (38 px across), only note in it","249,80",True,True
manm26ab,m26ab,2,13,SW_WAYPOINT001,35034,Sith Base,44.9941177,14.5262213,47.2532624,13.3594406,"260,17","262,13",4.5,transition,high,auto,"names trigger to27a -> manm27aa (Manaan - Sith Base), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","262,13",True,True
manm26ab,m26ab,2,14,SW_WAYPOINT001,35035,To Ahto City East Central,-51.3439713,77.9725189,-55.2304333,79.3678322,"150,179","148,186",7.3,transition,high,auto,"names door man26ab_door06 -> manm26ae (Manaan - East Central), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","148,186",True,True
manm26ac,m26ac,0,23,SW_WAYPOINT001,35054,To Docking Bay,-58.6608734,163.244064,-57.1908073,166.259807,"210,17","212,13",4.5,transition,high,auto,"names door man26ac_to26ad -> manm26ad (Docking Bay), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","212,13",True,True
manm26ac,m26ac,0,24,SW_WAYPOINT001,35055,Port Official,-38.2010498,65.8034668,-44.3286052,65.485431,"237,141","229,141",8.0,room_centre,medium,auto,"sole note in room M26ac_04a (29 px across), only note in it","229,141",True,True
manm26ac,m26ac,0,25,SW_WAYPOINT001,35056,To Ahto West,-105.884109,25.2954445,-108.172419,31.2317746,"148,193","145,185",8.5,transition,high,auto,"names door man26ac_to26aa -> manm26aa (Ahto West), name match 1.00; centred on its drawn transition line (6 px long) and set 3 px clear of it","145,185",True,True
manm26ac,m26ac,0,26,SW_WAYPOINT001,35035,To Ahto City East Central,-7.04369354,-1.61356211,-3.16551747,-0.955140126,"278,227","283,226",5.1,transition,high,auto,"names door man26ac_to26ae -> manm26ae (East Central), name match 1.00; centred on its drawn transition line (4 px long) and set 3 px clear of it","283,226",True,True
manm26ad,m26ad,1,51,SW_MAPNOTE001,33404,Ebon Hawk,253.696838,177.679657,259.15625,174.63478,"278,141","272,138",6.7,transition,high,auto,"names trigger man26ad_to12aa -> ebo_m12aa (Ebon Hawk), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","272,138",True,True
manm26ae,m26ae,0,69,SW_MAPNOTE001,40212,To West Central Courtyard,10.0834465,-1.14223588,10.7352938,-3.51510784,"137,220","138,224",4.1,transition,high,auto,"names door man26ae_to26ac -> manm26ac (Manaan - West Central), name match 1.00; centred on its drawn transition line (8 px long) and set 3 px clear of it","138,224",True,True
manm26ae,m26ae,0,71,SW_MAPNOTE001,40214,To East Courtyard,107.231026,25.7585831,109.860781,29.7633089,"295,179","299,173",7.2,transition,medium,auto,"names door man26ae_to26ab -> manm26ab (Manaan - Ahto East), name match 0.50; centred on its drawn transition line (9 px long) and set 3 px clear of it","299,173",True,True
manm26ae,m26ae,0,72,SW_MAPNOTE001,35175,Visitor's Hotel,12.695713,63.8812561,22.3563995,62.0651016,"141,121","157,123",16.1,object,medium,auto,"names the door ""Visitor's Hotel"" (Door List), 16 px away, name match 1.00","157,123",True,True
